Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2005-02-05,Sat,Premier League,Matchweek 26,Home,W 2–0,Manchester Utd,Birmingham City,Y,,90,0,1,0,,,,0,0,,,,,,,0,,,Match Report
2005-02-13,Sun,Premier League,Matchweek 27,Away,W 2–0,Manchester Utd,Manchester City,N,,58,0,0,0,,,,0,0,,,,,,,0,,,Match Report
2005-02-23,Wed,Champions Lg,Round of 16,Home,L 0–1,eng Manchester Utd,it Milan,Y,,62,0,,0,,,,0,0,,,,,,,0,,,Match Report
2005-02-26,Sat,Premier League,Matchweek 28,Home,W 2–1,Manchester Utd,Portsmouth,Y,,90,0,0,0,,,,0,0,,,,,,,0,,,Match Report
2005-03-05,Sat,Premier League,Matchweek 29,Away,D 0–0,Manchester Utd,Crystal Palace,N,,35,0,0,0,,,,0,0,,,,,,,0,,,Match Report
2005-03-08,Tue,Champions Lg,Round of 16,Away,L 0–1,eng Manchester Utd,it Milan,Y,,90,0,,0,,,,0,0,,,,,,,0,,,Match Report
2005-03-19,Sat,Premier League,Matchweek 30,Home,W 1–0,Manchester Utd,Fulham,Y,,90,1,0,0,,,,0,0,,,,,,,0,,,Match Report
2005-04-02,Sat,Premier League,Matchweek 31,Home,D 0–0,Manchester Utd,Blackburn,Y,,90,0,0,0,,,,0,0,,,,,,,0,,,Match Report
2005-04-09,Sat,Premier League,Matchweek 32,Away,L 0–2,Manchester Utd,Norwich City,N,,69,0,0,0,,,,0,0,,,,,,,0,,,Match Report
2005-04-20,Wed,Premier League,Matchweek 34,Away,L 0–1,Manchester Utd,Everton,Y,,90,0,0,0,,,,1,0,,,,,,,0,,,Match Report
2005-04-24,Sun,Premier League,Matchweek 35,Home,W 2–1,Manchester Utd,Newcastle,N,,54,0,0,0,,,,0,0,,,,,,,0,,,Match Report
2005-05-07,Sat,Premier League,Matchweek 37,Home,D 1–1,Manchester Utd,West Brom,Y,,90,0,0,0,,,,0,0,,,,,,,0,,,Match Report
2005-05-10,Tue,Premier League,Matchweek 33,Home,L 1–3,Manchester Utd,Chelsea,Y,,90,0,0,0,,,,0,0,,,,,,,0,,,Match Report
