Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2018-11-27,Tue,Champions Lg,Group stage,Home,W 1–0,it Juventus,es Valencia,Y,FW,90,0,1,0,0,8,3,0,0,0,0,0,4,1,0,0,0,0,Match Report
2018-12-01,Sat,Serie A,Matchweek 14,Away,W 3–0,Juventus,Fiorentina,Y,AM,79,1,0,1,1,6,2,1,0,1,3,0,1,0,0,0,0,0,Match Report
2018-12-07,Fri,Serie A,Matchweek 15,Home,W 1–0,Juventus,Inter,Y,FW,90,0,0,0,0,4,1,0,0,1,1,1,2,0,1,0,0,0,Match Report
2018-12-12,Wed,Champions Lg,Group stage,Away,L 1–2,it Juventus,ch Young Boys,Y,FW,90,0,1,0,0,6,1,0,0,1,2,1,0,0,0,0,0,0,Match Report
2018-12-15,Sat,Serie A,Matchweek 16,Away,W 1–0,Juventus,Torino,Y,FW,90,1,0,1,1,6,3,1,0,1,1,2,1,1,0,0,0,0,Match Report
2018-12-22,Sat,Serie A,Matchweek 17,Home,W 1–0,Juventus,Roma,Y,FW,90,0,0,0,0,10,3,0,0,1,1,1,2,0,0,0,0,0,Match Report
2018-12-26,Wed,Serie A,Matchweek 18,Away,D 2–2,Juventus,Atalanta,N,,26,1,0,0,0,1,1,0,0,0,2,1,1,0,0,0,0,0,Match Report
2018-12-29,Sat,Serie A,Matchweek 19,Home,W 2–1,Juventus,Sampdoria,Y,FW,90,2,0,1,1,5,4,0,0,0,1,1,2,0,0,0,0,0,Match Report
2019-01-12,Sat,Coppa Italia,Round of 16,Away,W 2–0,Juventus,Bologna,N,,29,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2019-01-16,Wed,Supercoppa,Supercoppa Italiana,Neutral,W 1–0,Juventus,Milan,Y,FW,90,1,0,0,0,6,3,0,0,0,0,1,0,0,0,0,0,0,Match Report
2019-01-21,Mon,Serie A,Matchweek 20,Home,W 3–0,Juventus,Chievo,Y,FW,90,0,0,0,1,8,2,0,0,0,1,0,0,1,0,0,0,0,Match Report
2019-01-27,Sun,Serie A,Matchweek 21,Away,W 2–1,Juventus,Lazio,Y,AM,90,1,0,1,1,1,1,0,0,0,4,1,4,2,1,0,0,0,Match Report
2019-01-30,Wed,Coppa Italia,Quarter-finals,Away,L 0–3,Juventus,Atalanta,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2019-02-02,Sat,Serie A,Matchweek 22,Home,D 3–3,Juventus,Parma,Y,FW,90,2,1,0,0,10,4,0,0,0,1,1,5,0,1,0,0,0,Match Report
2019-02-10,Sun,Serie A,Matchweek 23,Away,W 3–0,Juventus,Sassuolo,Y,FW,90,1,1,0,0,4,2,0,0,1,3,1,3,0,1,0,0,0,Match Report
2019-02-15,Fri,Serie A,Matchweek 24,Home,W 3–0,Juventus,Frosinone,Y,FW,63,1,1,0,0,7,2,0,0,1,2,1,2,0,0,0,0,0,Match Report
2019-02-20,Wed,Champions Lg,Round of 16,Away,L 0–2,it Juventus,es Atlético Madrid,Y,FW,90,0,0,0,0,7,1,0,0,1,3,0,2,0,0,0,0,0,Match Report
2019-02-24,Sun,Serie A,Matchweek 25,Away,W 1–0,Juventus,Bologna,Y,FW,90,0,0,0,0,2,2,0,0,0,2,1,1,0,1,0,0,0,Match Report
2019-03-03,Sun,Serie A,Matchweek 26,Away,W 2–1,Juventus,Napoli,Y,FW,90,0,0,0,0,2,0,0,0,2,1,1,1,0,0,0,0,0,Match Report
2019-03-12,Tue,Champions Lg,Round of 16,Home,W 3–0,it Juventus,es Atlético Madrid,Y,FW,90,3,0,1,1,5,3,0,0,2,3,0,6,0,0,0,0,0,Match Report
2019-04-10,Wed,Champions Lg,Quarter-finals,Away,D 1–1,it Juventus,nl Ajax,Y,FW,90,1,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,Match Report
2019-04-16,Tue,Champions Lg,Quarter-finals,Home,L 1–2,it Juventus,nl Ajax,Y,FW,90,1,0,0,0,6,1,1,0,1,4,1,0,1,1,0,0,0,Match Report
2019-04-20,Sat,Serie A,Matchweek 33,Home,W 2–1,Juventus,Fiorentina,Y,FW,90,0,0,0,0,6,1,0,0,1,1,1,2,0,0,0,0,0,Match Report
2019-04-27,Sat,Serie A,Matchweek 34,Away,D 1–1,Juventus,Inter,Y,FW,90,1,0,0,0,3,1,0,0,0,2,1,3,0,0,0,0,0,Match Report
2019-05-03,Fri,Serie A,Matchweek 35,Home,D 1–1,Juventus,Torino,Y,FW,90,1,0,0,0,5,2,0,0,2,1,0,1,1,0,0,0,0,Match Report
2019-05-12,Sun,Serie A,Matchweek 36,Away,L 0–2,Juventus,Roma,Y,FW,90,0,0,0,0,1,0,0,0,0,1,3,0,0,2,0,0,0,Match Report
2019-05-19,Sun,Serie A,Matchweek 37,Home,D 1–1,Juventus,Atalanta,Y,FW,90,0,0,0,0,3,1,1,0,0,0,1,4,0,0,0,0,0,Match Report
