Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2007-11-07,Wed,Champions Lg,Group stage,Home,W 4–0,eng Manchester Utd,ua Dynamo Kyiv,Y,,90,1,,0,,,,0,0,,,,,,,0,,,Match Report
2007-11-11,Sun,Premier League,Matchweek 13,Home,W 2–0,Manchester Utd,Blackburn,Y,,90,2,0,0,,,,1,0,,,,,,,0,,,Match Report
2007-11-27,Tue,Champions Lg,Group stage,Home,W 2–1,eng Manchester Utd,pt Sporting CP,Y,,90,1,,0,,,,1,0,,,,,,,0,,,Match Report
2007-12-03,Mon,Premier League,Matchweek 15,Home,W 2–0,Manchester Utd,Fulham,Y,,90,2,0,0,,,,1,0,,,,,,,0,,,Match Report
2007-12-08,Sat,Premier League,Matchweek 16,Home,W 4–1,Manchester Utd,Derby County,Y,,90,1,0,1,,,,0,0,,,,,,,0,,,Match Report
2007-12-16,Sun,Premier League,Matchweek 17,Away,W 1–0,Manchester Utd,Liverpool,Y,,90,0,0,0,,,,0,0,,,,,,,0,,,Match Report
2007-12-23,Sun,Premier League,Matchweek 18,Home,W 2–1,Manchester Utd,Everton,Y,,90,2,0,1,,,,0,0,,,,,,,0,,,Match Report
2007-12-26,Wed,Premier League,Matchweek 19,Away,W 4–0,Manchester Utd,Sunderland,Y,,56,1,0,0,,,,0,0,,,,,,,0,,,Match Report
2007-12-29,Sat,Premier League,Matchweek 20,Away,L 1–2,Manchester Utd,West Ham,Y,,90,1,0,0,,,,0,0,,,,,,,0,,,Match Report
2008-01-01,Tue,Premier League,Matchweek 21,Home,W 1–0,Manchester Utd,Birmingham City,Y,,90,0,1,0,,,,0,0,,,,,,,0,,,Match Report
2008-01-12,Sat,Premier League,Matchweek 22,Home,W 6–0,Manchester Utd,Newcastle,Y,,90,3,0,0,,,,0,0,,,,,,,0,,,Match Report
2008-01-19,Sat,Premier League,Matchweek 23,Away,W 2–0,Manchester Utd,Reading,Y,,90,1,0,0,,,,0,0,,,,,,,0,,,Match Report
2008-01-30,Wed,Premier League,Matchweek 24,Home,W 2–0,Manchester Utd,Portsmouth,Y,,73,2,0,0,,,,0,0,,,,,,,0,,,Match Report
2008-02-02,Sat,Premier League,Matchweek 25,Away,D 1–1,Manchester Utd,Tottenham,Y,,90,0,0,0,,,,1,0,,,,,,,0,,,Match Report
2008-02-10,Sun,Premier League,Matchweek 26,Home,L 1–2,Manchester Utd,Manchester City,Y,,90,0,0,0,,,,0,0,,,,,,,0,,,Match Report
2008-02-20,Wed,Champions Lg,Round of 16,Away,D 1–1,eng Manchester Utd,fr Lyon,Y,,90,0,,0,,,,0,0,,,,,,,0,,,Match Report
2008-02-23,Sat,Premier League,Matchweek 27,Away,W 5–1,Manchester Utd,Newcastle,Y,,66,2,1,0,,,,0,0,,,,,,,0,,,Match Report
2008-03-01,Sat,Premier League,Matchweek 28,Away,W 3–0,Manchester Utd,Fulham,N,,22,0,0,0,,,,0,0,,,,,,,0,,,Match Report
2008-03-04,Tue,Champions Lg,Round of 16,Home,W 1–0,eng Manchester Utd,fr Lyon,Y,,89,1,,0,,,,0,0,,,,,,,0,,,Match Report
2008-03-15,Sat,Premier League,Matchweek 30,Away,W 1–0,Manchester Utd,Derby County,Y,,90,1,0,0,,,,0,0,,,,,,,0,,,Match Report
2008-03-19,Wed,Premier League,Matchweek 29,Home,W 2–0,Manchester Utd,Bolton,Y,,90,2,0,0,,,,0,0,,,,,,,0,,,Match Report
2008-03-23,Sun,Premier League,Matchweek 31,Home,W 3–0,Manchester Utd,Liverpool,Y,,90,1,0,0,,,,0,0,,,,,,,0,,,Match Report
2008-03-29,Sat,Premier League,Matchweek 32,Home,W 4–0,Manchester Utd,Aston Villa,Y,,90,1,3,0,,,,0,0,,,,,,,0,,,Match Report
2008-04-01,Tue,Champions Lg,Quarter-finals,Away,W 2–0,eng Manchester Utd,it Roma,Y,,90,1,,0,,,,0,0,,,,,,,0,,,Match Report
2008-04-06,Sun,Premier League,Matchweek 33,Away,D 2–2,Manchester Utd,Middlesbrough,Y,,90,1,0,0,,,,0,0,,,,,,,0,,,Match Report
2008-04-13,Sun,Premier League,Matchweek 34,Home,W 2–1,Manchester Utd,Arsenal,Y,,90,1,0,1,,,,0,0,,,,,,,0,,,Match Report
2008-04-19,Sat,Premier League,Matchweek 35,Away,D 1–1,Manchester Utd,Blackburn,Y,,90,0,0,0,,,,0,0,,,,,,,0,,,Match Report
2008-04-23,Wed,Champions Lg,Semi-finals,Away,D 0–0,eng Manchester Utd,es Barcelona,Y,,90,0,,0,,,,0,0,,,,,,,0,,,Match Report
2008-04-26,Sat,Premier League,Matchweek 36,Away,L 1–2,Manchester Utd,Chelsea,N,,28,0,0,0,,,,0,0,,,,,,,0,,,Match Report
2008-04-29,Tue,Champions Lg,Semi-finals,Home,W 1–0,eng Manchester Utd,es Barcelona,Y,,90,0,,0,,,,1,0,,,,,,,0,,,Match Report
2008-05-03,Sat,Premier League,Matchweek 37,Home,W 4–1,Manchester Utd,West Ham,Y,,63,2,1,0,,,,1,0,,,,,,,0,,,Match Report
2008-05-11,Sun,Premier League,Matchweek 38,Away,W 2–0,Manchester Utd,Wigan Athletic,Y,,90,1,0,1,,,,0,0,,,,,,,0,,,Match Report
2008-05-21,Wed,Champions Lg,Final,Neutral,D 1 (6)–1 (5),eng Manchester Utd,eng Chelsea,Y,,120,1,,0,,,,0,0,,,,,,,0,,,Match Report
