Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2010-02-21,Sun,La Liga,Matchweek 23,Home,W 6–2,Real Madrid,Villarreal,Y,,90,1,,0,,,,0,0,,,,,,,0,,,Match Report
2010-02-27,Sat,La Liga,Matchweek 24,Away,W 5–1,Real Madrid,Tenerife,Y,,90,1,,1,,,,0,0,,,,,,,0,,,Match Report
2010-03-06,Sat,La Liga,Matchweek 25,Home,W 3–2,Real Madrid,Sevilla,Y,,90,1,,0,,,,0,0,,,,,,,0,,,Match Report
2010-03-10,Wed,Champions Lg,Round of 16,Home,D 1–1,es Real Madrid,fr Lyon,Y,,90,1,,0,,,,0,0,,,,,,,0,,,Match Report
2010-03-14,Sun,La Liga,Matchweek 26,Away,W 4–1,Real Madrid,Valladolid,Y,,90,1,,0,,,,0,0,,,,,,,0,,,Match Report
2010-03-20,Sat,La Liga,Matchweek 27,Home,W 3–1,Real Madrid,Sporting Gijón,Y,,90,0,,0,,,,0,0,,,,,,,0,,,Match Report
2010-03-25,Thu,La Liga,Matchweek 28,Away,W 4–2,Real Madrid,Getafe,Y,,90,2,,0,,,,0,0,,,,,,,0,,,Match Report
2010-03-28,Sun,La Liga,Matchweek 29,Home,W 3–2,Real Madrid,Atlético Madrid,Y,,90,0,,0,,,,0,0,,,,,,,0,,,Match Report
2010-04-04,Sun,La Liga,Matchweek 30,Away,W 2–0,Real Madrid,Racing Sant,Y,,90,1,,1,,,,0,0,,,,,,,0,,,Match Report
2010-04-10,Sat,La Liga,Matchweek 31,Home,L 0–2,Real Madrid,Barcelona,Y,,90,0,,0,,,,0,0,,,,,,,0,,,Match Report
2010-04-15,Thu,La Liga,Matchweek 32,Away,W 2–1,Real Madrid,Almería,Y,,90,1,,0,,,,0,0,,,,,,,0,,,Match Report
2010-04-18,Sun,La Liga,Matchweek 33,Home,W 2–0,Real Madrid,Valencia,Y,,90,1,,0,,,,1,0,,,,,,,0,,,Match Report
2010-04-24,Sat,La Liga,Matchweek 34,Away,W 2–1,Real Madrid,Zaragoza,Y,,90,0,,0,,,,0,0,,,,,,,0,,,Match Report
2010-05-02,Sun,La Liga,Matchweek 35,Home,W 3–2,Real Madrid,Osasuna,Y,,90,2,,0,,,,0,0,,,,,,,0,,,Match Report
2010-05-05,Wed,La Liga,Matchweek 36,Away,W 4–1,Real Madrid,Mallorca,Y,,80,3,,0,,,,0,0,,,,,,,0,,,Match Report
2010-05-08,Sat,La Liga,Matchweek 37,Home,W 5–1,Real Madrid,Athletic Club,Y,,90,1,,1,,,,0,0,,,,,,,0,,,Match Report
2010-05-16,Sun,La Liga,Matchweek 38,Away,D 1–1,Real Madrid,Málaga,Y,,90,0,,0,,,,1,0,,,,,,,0,,,Match Report
