Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2021-11-02,Tue,Champions Lg,Group stage,Away,D 2–2,eng Manchester Utd,it Atalanta,Y,FW,90,2,0,0,0,4,3,0,0,1,0,0,1,0,0,0,,,Match Report
2021-11-06,Sat,Premier League,Matchweek 11,Home,L 0–2,Manchester Utd,Manchester City,Y,FW,90,0,0,0,0,1,1,1,0,0,2,3,0,0,0,0,,,Match Report
2021-11-20,Sat,Premier League,Matchweek 12,Away,L 1–4,Manchester Utd,Watford,Y,FW,90,0,1,0,0,4,1,0,0,0,1,2,0,0,0,0,,,Match Report
2021-11-23,Tue,Champions Lg,Group stage,Away,W 2–0,eng Manchester Utd,es Villarreal,Y,FW,89,1,0,0,0,4,2,0,0,1,1,0,0,0,0,0,,,Match Report
2021-11-28,Sun,Premier League,Matchweek 13,Away,D 1–1,Manchester Utd,Chelsea,N,,27,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,Match Report
2021-12-02,Thu,Premier League,Matchweek 14,Home,W 3–2,Manchester Utd,Arsenal,Y,FW,87,2,0,1,1,6,4,0,0,2,0,0,0,0,0,0,,,Match Report
2021-12-05,Sun,Premier League,Matchweek 15,Home,W 1–0,Manchester Utd,Crystal Palace,Y,FW,90,0,0,0,0,5,1,0,0,0,1,0,1,0,0,0,,,Match Report
2021-12-11,Sat,Premier League,Matchweek 16,Away,W 1–0,Manchester Utd,Norwich City,Y,FW,90,1,0,1,1,3,2,0,0,2,1,0,0,1,0,0,,,Match Report
2021-12-27,Mon,Premier League,Matchweek 19,Away,D 1–1,Manchester Utd,Newcastle,Y,FW,90,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,,,Match Report
2021-12-30,Thu,Premier League,Matchweek 20,Home,W 3–1,Manchester Utd,Burnley,Y,FW,89,1,1,0,0,7,1,0,0,0,0,1,2,1,0,0,,,Match Report
2022-01-03,Mon,Premier League,Matchweek 21,Home,L 0–1,Manchester Utd,Wolves,Y*,FW,90,0,0,0,0,2,1,0,0,0,0,1,2,1,0,0,,,Match Report
2022-01-19,Wed,Premier League,Matchweek 17,Away,W 3–1,Manchester Utd,Brentford,Y,FW,70,0,0,0,0,3,0,0,0,0,2,,1,1,0,0,,,Match Report
2022-01-22,Sat,Premier League,Matchweek 23,Home,W 1–0,Manchester Utd,West Ham,Y,FW,90,0,0,0,0,3,1,0,0,2,1,3,0,0,0,0,,,Match Report
2022-02-04,Fri,FA Cup,Fourth round proper,Home,D 1 (7)–1 (8),Manchester Utd,Middlesbrough,Y,FW,120,0,0,0,1,10,3,0,0,1,0,1,1,1,0,0,,,Match Report
2022-02-08,Tue,Premier League,Matchweek 24,Away,D 1–1,Manchester Utd,Burnley,N,,23,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,,Match Report
2022-02-12,Sat,Premier League,Matchweek 25,Home,D 1–1,Manchester Utd,Southampton,Y,FW,90,0,0,0,0,2,2,0,0,1,1,3,0,1,0,0,,,Match Report
2022-02-15,Tue,Premier League,Matchweek 18,Home,W 2–0,Manchester Utd,Brighton,Y,FW,90,1,0,0,0,5,2,0,0,0,0,1,1,0,0,0,,,Match Report
2022-02-20,Sun,Premier League,Matchweek 26,Away,W 4–2,Manchester Utd,Leeds United,Y,FW,84,0,0,0,0,2,1,1,0,0,1,2,0,0,0,0,,,Match Report
2022-02-23,Wed,Champions Lg,Round of 16,Away,D 1–1,eng Manchester Utd,es Atlético Madrid,Y,FW,90,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,,,Match Report
2022-02-26,Sat,Premier League,Matchweek 27,Home,D 0–0,Manchester Utd,Watford,Y,FW,90,0,0,0,0,4,1,0,0,0,0,2,0,0,0,0,,,Match Report
2022-03-12,Sat,Premier League,Matchweek 29,Home,W 3–2,Manchester Utd,Tottenham,Y,FW,82,3,0,0,0,8,5,0,0,0,1,0,0,0,1,0,,,Match Report
2022-03-15,Tue,Champions Lg,Round of 16,Home,L 0–1,eng Manchester Utd,es Atlético Madrid,Y,FW,90,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,,,Match Report
2022-04-09,Sat,Premier League,Matchweek 32,Away,L 0–1,Manchester Utd,Everton,Y,FW,90,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,,,Match Report
2022-04-16,Sat,Premier League,Matchweek 33,Home,W 3–2,Manchester Utd,Norwich City,Y,FW,90,3,0,0,0,8,5,0,0,1,0,0,0,0,0,0,,,Match Report
2022-04-23,Sat,Premier League,Matchweek 34,Away,L 1–3,Manchester Utd,Arsenal,Y,FW,90,1,0,0,0,3,1,1,0,1,0,2,1,1,0,0,,,Match Report
2022-04-28,Thu,Premier League,Matchweek 37,Home,D 1–1,Manchester Utd,Chelsea,Y,FW,90,1,0,0,0,3,1,0,0,1,1,2,2,0,0,0,,,Match Report
2022-05-02,Mon,Premier League,Matchweek 35,Home,W 3–0,Manchester Utd,Brentford,Y,FW,90,1,0,1,1,2,2,0,0,0,1,2,0,1,0,0,,,Match Report
2022-05-07,Sat,Premier League,Matchweek 36,Away,L 0–4,Manchester Utd,Brighton,Y,FW,90,0,0,0,0,5,0,1,0,1,0,1,1,0,0,0,,,Match Report
