Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2015-11-08,Sun,La Liga,Matchweek 11,Away,L 2–3,Real Madrid,Sevilla,Y,FW,90,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,Match Report
2015-11-21,Sat,La Liga,Matchweek 12,Home,L 0–4,Real Madrid,Barcelona,Y,AM,90,0,0,0,0,2,2,0,0,2,2,1,1,1,1,0,0,0,Match Report
2015-11-25,Wed,Champions Lg,Group stage,Away,W 4–3,es Real Madrid,ua Shakhtar D.,Y,FW,90,2,1,0,0,10,5,0,0,2,0,0,0,0,0,0,0,0,Match Report
2015-11-29,Sun,La Liga,Matchweek 13,Away,W 2–0,Real Madrid,Eibar,Y,FW,90,1,0,1,1,9,2,0,0,0,0,1,1,0,0,0,0,0,Match Report
2015-12-05,Sat,La Liga,Matchweek 14,Home,W 4–1,Real Madrid,Getafe,Y,AM,90,1,1,0,0,5,2,0,0,0,1,1,1,2,0,0,0,0,Match Report
2015-12-08,Tue,Champions Lg,Group stage,Home,W 8–0,es Real Madrid,se Malmö,Y,FW,90,4,1,0,0,10,6,0,0,0,1,1,3,0,0,0,0,0,Match Report
2015-12-13,Sun,La Liga,Matchweek 15,Away,L 0–1,Real Madrid,Villarreal,Y,FW,90,0,0,0,0,5,0,0,0,2,0,0,1,0,0,0,0,0,Match Report
2015-12-20,Sun,La Liga,Matchweek 16,Home,W 10–2,Real Madrid,Rayo Vallecano,Y,FW,90,2,1,1,1,7,3,0,0,0,0,2,1,0,0,0,0,0,Match Report
2015-12-30,Wed,La Liga,Matchweek 17,Home,W 3–1,Real Madrid,Real Sociedad,Y,FW,90,2,0,1,2,8,3,0,0,4,0,1,4,0,0,0,0,0,Match Report
2016-01-03,Sun,La Liga,Matchweek 18,Away,D 2–2,Real Madrid,Valencia,Y,FW,90,0,1,0,0,2,0,0,0,0,2,1,0,0,1,0,0,0,Match Report
2016-01-09,Sat,La Liga,Matchweek 19,Home,W 5–0,Real Madrid,Dep. La Coruña,Y,AM,90,0,1,0,0,10,3,0,0,0,1,3,1,1,0,0,0,0,Match Report
2016-01-17,Sun,La Liga,Matchweek 20,Home,W 5–1,Real Madrid,Sporting Gijón,Y,FW,90,2,0,0,0,5,3,0,0,1,3,3,0,0,0,0,0,0,Match Report
2016-01-24,Sun,La Liga,Matchweek 21,Away,D 1–1,Real Madrid,Real Betis,Y,AM,90,0,0,0,0,4,1,0,0,1,4,3,2,0,0,0,0,0,Match Report
2016-01-31,Sun,La Liga,Matchweek 22,Home,W 6–0,Real Madrid,Espanyol,Y,FW,90,3,0,1,1,5,4,0,0,0,3,2,3,1,0,0,1,0,Match Report
2016-02-07,Sun,La Liga,Matchweek 23,Away,W 2–1,Real Madrid,Granada,Y,FW,90,0,0,0,0,3,0,0,0,0,0,1,1,1,1,0,0,0,Match Report
2016-02-13,Sat,La Liga,Matchweek 24,Home,W 4–2,Real Madrid,Athletic Club,Y,FW,90,2,1,0,0,7,5,0,0,0,2,2,1,0,0,0,0,0,Match Report
2016-02-17,Wed,Champions Lg,Round of 16,Away,W 2–0,es Real Madrid,it Roma,Y,FW,89,1,0,0,0,6,1,0,0,1,3,0,3,2,0,0,0,0,Match Report
2016-02-21,Sun,La Liga,Matchweek 25,Away,D 1–1,Real Madrid,Málaga,Y,FW,90,1,0,0,1,4,3,0,0,1,1,2,1,0,0,0,1,0,Match Report
2016-02-27,Sat,La Liga,Matchweek 26,Home,L 0–1,Real Madrid,Atlético Madrid,Y,FW,90,0,0,0,0,7,3,0,0,0,0,1,7,0,1,0,0,0,Match Report
2016-03-02,Wed,La Liga,Matchweek 27,Away,W 3–1,Real Madrid,Levante,Y,AM,90,1,1,1,1,9,4,0,0,1,0,2,2,0,0,0,0,0,Match Report
2016-03-05,Sat,La Liga,Matchweek 28,Home,W 7–1,Real Madrid,Celta Vigo,Y,FW,90,4,0,0,0,7,6,0,0,0,1,0,0,0,0,0,0,0,Match Report
2016-03-08,Tue,Champions Lg,Round of 16,Home,W 2–0,es Real Madrid,it Roma,Y,FW,90,1,1,0,0,14,3,0,0,1,1,2,0,0,0,0,0,0,Match Report
2016-03-13,Sun,La Liga,Matchweek 29,Away,W 2–1,Real Madrid,Las Palmas,Y,FW,90,0,0,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,Match Report
2016-03-20,Sun,La Liga,Matchweek 30,Home,W 4–0,Real Madrid,Sevilla,Y,FW,90,1,0,0,1,9,5,0,0,0,2,5,0,0,0,0,0,0,Match Report
2016-04-02,Sat,La Liga,Matchweek 31,Away,W 2–1,Real Madrid,Barcelona,Y,FW,90,1,0,0,0,5,2,0,0,1,2,1,1,1,0,0,0,0,Match Report
2016-04-06,Wed,Champions Lg,Quarter-finals,Away,L 0–2,es Real Madrid,de Wolfsburg,Y,FW,90,0,0,0,0,6,1,0,0,0,2,2,1,0,0,0,0,0,Match Report
2016-04-09,Sat,La Liga,Matchweek 32,Home,W 4–0,Real Madrid,Eibar,Y,FW,90,1,1,0,0,7,3,0,0,0,0,2,0,0,0,0,0,0,Match Report
2016-04-12,Tue,Champions Lg,Quarter-finals,Home,W 3–0,es Real Madrid,de Wolfsburg,Y,FW,90,3,0,0,0,5,3,1,0,1,1,0,2,0,0,0,0,0,Match Report
2016-04-16,Sat,La Liga,Matchweek 33,Away,W 5–1,Real Madrid,Getafe,Y,FW,90,1,0,0,0,8,2,0,0,0,1,0,0,0,0,0,0,0,Match Report
2016-04-20,Wed,La Liga,Matchweek 34,Home,W 3–0,Real Madrid,Villarreal,Y,FW,90,0,0,0,0,7,2,0,0,2,1,1,0,0,0,0,0,0,Match Report
2016-05-04,Wed,Champions Lg,Semi-finals,Home,W 1–0,es Real Madrid,eng Manchester City,Y,FW,90,0,0,0,0,7,3,0,0,2,2,2,1,0,0,0,0,0,Match Report
2016-05-08,Sun,La Liga,Matchweek 37,Home,W 3–2,Real Madrid,Valencia,Y,FW,78,2,0,0,0,3,3,0,0,0,1,2,2,0,2,0,0,0,Match Report
2016-05-14,Sat,La Liga,Matchweek 38,Away,W 2–0,Real Madrid,Dep. La Coruña,Y,FW,45,2,0,0,0,7,2,0,0,0,0,0,1,0,0,0,0,0,Match Report
2016-05-28,Sat,Champions Lg,Final,Neutral,D 1 (5)–1 (3),es Real Madrid,es Atlético Madrid,Y,FW,120,0,0,0,0,3,2,0,0,0,2,0,3,0,2,0,0,0,Match Report
