Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2011-04-09,Sat,La Liga,Matchweek 31,Away,W 3–0,Real Madrid,Athletic Club,N,,29,1,,0,,,,0,0,,,,,,,0,,,Match Report
2011-04-13,Wed,Champions Lg,Quarter-finals,Away,W 1–0,es Real Madrid,eng Tottenham,Y,,64,1,,0,,,,0,0,,,,,,,0,,,Match Report
2011-04-16,Sat,La Liga,Matchweek 32,Home,D 1–1,Real Madrid,Barcelona,Y,,90,1,,1,,,,0,0,,,,,,,0,,,Match Report
2011-04-23,Sat,La Liga,Matchweek 33,Away,W 6–3,Real Madrid,Valencia,N,,25,0,,0,,,,0,0,,,,,,,0,,,Match Report
2011-04-27,Wed,Champions Lg,Semi-finals,Home,L 0–2,es Real Madrid,es Barcelona,Y,,90,0,,0,,,,0,0,,,,,,,0,,,Match Report
2011-05-03,Tue,Champions Lg,Semi-finals,Away,D 1–1,es Real Madrid,es Barcelona,Y,,90,0,,0,,,,0,0,,,,,,,0,,,Match Report
2011-05-07,Sat,La Liga,Matchweek 35,Away,W 6–2,Real Madrid,Sevilla,Y,,90,4,,0,,,,0,0,,,,,,,0,,,Match Report
2011-05-10,Tue,La Liga,Matchweek 36,Home,W 4–0,Real Madrid,Getafe,Y,,90,3,,1,,,,0,0,,,,,,,0,,,Match Report
2011-05-15,Sun,La Liga,Matchweek 37,Away,W 3–1,Real Madrid,Villarreal,Y,,90,2,,0,,,,0,0,,,,,,,0,,,Match Report
2011-05-21,Sat,La Liga,Matchweek 38,Home,W 8–1,Real Madrid,Almería,Y,,90,2,,0,,,,0,0,,,,,,,0,,,Match Report
