Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2021-01-20,Wed,Supercoppa,Supercoppa Italiana,Neutral,W 2–0,Juventus,Napoli,Y,FW,90,1,0,0,0,6,1,1,0,2,2,3,1,1,0,0,,,Match Report
2021-01-24,Sun,Serie A,Matchweek 19,Home,W 2–0,Juventus,Bologna,Y,FW,90,0,1,0,0,5,3,0,0,0,1,1,4,0,0,0,,,Match Report
2021-01-30,Sat,Serie A,Matchweek 20,Away,W 2–0,Juventus,Sampdoria,Y,FW,90,0,0,0,0,5,1,0,0,0,0,1,1,0,1,0,,,Match Report
2021-02-02,Tue,Coppa Italia,Semi-finals,Away,W 2–1,Juventus,Inter,Y,FW,76,2,0,1,1,3,2,1,0,1,2,0,2,1,1,0,,,Match Report
2021-02-06,Sat,Serie A,Matchweek 21,Home,W 2–0,Juventus,Roma,Y,FW,90,1,0,0,0,3,2,1,0,2,1,4,0,0,0,0,,,Match Report
2021-02-09,Tue,Coppa Italia,Semi-finals,Home,D 0–0,Juventus,Inter,Y,FW,90,0,0,0,0,7,3,0,0,1,3,0,0,0,0,0,,,Match Report
2021-02-13,Sat,Serie A,Matchweek 22,Away,L 0–1,Juventus,Napoli,Y,FW,90,0,0,0,0,9,4,0,0,0,2,4,3,0,0,0,,,Match Report
2021-02-17,Wed,Champions Lg,Round of 16,Away,L 1–2,it Juventus,pt Porto,Y,FW,90,0,0,0,0,1,1,0,0,0,1,2,2,0,0,0,,,Match Report
2021-02-22,Mon,Serie A,Matchweek 23,Home,W 3–0,Juventus,Crotone,Y,FW,90,2,0,0,0,11,4,0,0,1,1,1,1,0,0,0,,,Match Report
2021-02-27,Sat,Serie A,Matchweek 24,Away,D 1–1,Juventus,Hellas Verona,Y,FW,90,1,0,0,0,7,2,0,0,2,2,1,0,0,0,0,,,Match Report
2021-03-02,Tue,Serie A,Matchweek 25,Home,W 3–0,Juventus,Spezia,Y,FW,90,1,0,0,0,7,3,0,0,0,4,2,0,0,0,0,,,Match Report
2021-03-06,Sat,Serie A,Matchweek 26,Home,W 3–1,Juventus,Lazio,N,,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,Match Report
2021-03-09,Tue,Champions Lg,Round of 16,Home,W 3–2,it Juventus,pt Porto,Y,FW,120,0,1,0,0,5,2,0,0,1,3,2,0,0,1,0,,,Match Report
2021-03-14,Sun,Serie A,Matchweek 27,Away,W 3–1,Juventus,Cagliari,Y,FW,90,3,0,1,1,6,4,1,0,1,2,0,0,0,0,0,,,Match Report
2021-03-21,Sun,Serie A,Matchweek 28,Home,L 0–1,Juventus,Benevento,Y,FW,90,0,0,0,0,9,4,0,0,1,3,2,2,0,0,0,,,Match Report
2021-04-03,Sat,Serie A,Matchweek 29,Away,D 2–2,Juventus,Torino,Y,FW,90,1,0,0,0,8,3,0,0,0,0,1,1,0,0,0,,,Match Report
2021-04-07,Wed,Serie A,Matchweek 3,Home,W 2–1,Juventus,Napoli,Y,FW,90,1,0,0,0,2,1,0,0,0,0,1,1,0,0,0,,,Match Report
2021-04-11,Sun,Serie A,Matchweek 30,Home,W 3–1,Juventus,Genoa,Y,FW,90,0,0,0,0,6,2,0,0,1,2,0,4,0,0,0,,,Match Report
2021-04-21,Wed,Serie A,Matchweek 32,Home,W 3–1,Juventus,Parma,Y,FW,90,0,0,0,0,5,1,1,0,4,0,2,0,0,0,0,,,Match Report
2021-04-25,Sun,Serie A,Matchweek 33,Away,D 1–1,Juventus,Fiorentina,Y,FW,90,0,0,0,0,5,0,0,0,0,4,1,3,0,0,0,,,Match Report
2021-05-02,Sun,Serie A,Matchweek 34,Away,W 2–1,Juventus,Udinese,Y,FW,90,2,0,1,1,6,3,0,0,0,0,0,1,0,1,0,,,Match Report
2021-05-09,Sun,Serie A,Matchweek 35,Home,L 0–3,Juventus,Milan,Y,FW,90,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,,,Match Report
2021-05-12,Wed,Serie A,Matchweek 36,Away,W 3–1,Juventus,Sassuolo,Y,FW,90,1,0,0,0,4,2,0,0,0,1,0,3,0,0,0,,,Match Report
2021-05-15,Sat,Serie A,Matchweek 37,Home,W 3–2,Juventus,Inter,Y,FW,69,1,0,0,1,2,2,0,0,1,0,0,0,0,0,0,,,Match Report
2021-05-19,Wed,Coppa Italia,Final,Away,W 2–1,Juventus,Atalanta,Y,FW,90,0,0,0,0,6,2,0,0,1,2,0,0,1,0,0,,,Match Report
